Airport,Date,Time Interval,Avg_time,Max_time,Passengers,temp,Flights
Ahmedabad Airport,,1900 - 1915,12,17,29,2,2
Ahmedabad Airport,,1915 - 1930,12,17,31,2,2
Ahmedabad Airport,,1930 - 1945,18,24,47,3,3
Ahmedabad Airport,,1945 - 2000,18,24,51,3,3
Ahmedabad Airport,,2000 - 2015,21,24,57,3.5,3
Ahmedabad Airport,,2015 - 2030,18,22,48,3,3
Ahmedabad Airport,,2030 - 2045,10,15,26,1.666666667,1
Ahmedabad Airport,,2045 - 2100,20,26,56,3.333333333,3
Ahmedabad Airport,,2100 - 2115,12,18,31,2,2
Ahmedabad Airport,,2115 - 2130,17,23,48,2.833333333,2
Ahmedabad Airport,,2130 - 2145,9,15,24,1.5,1
Ahmedabad Airport,,2145 - 2200,10,15,26,1.666666667,1
Ahmedabad Airport,,2200 - 2215,20,25,55,3.333333333,3
Ahmedabad Airport,,2215 - 2230,10,13,27,1.666666667,1
Ahmedabad Airport,,2230 - 2245,13,17,35,2.166666667,2
Ahmedabad Airport,,2245 - 2300,9,12,23,1.5,1
Ahmedabad Airport,,2300 - 2315,12,17,31,2,2
Ahmedabad Airport,,2315 - 2330,19,25,54,3.166666667,3
Ahmedabad Airport,,2330 - 2345,11,16,30,1.833333333,1
Ahmedabad Airport,,2345 - 2400,21,26,58,3.5,3
Ahmedabad Airport,,0000 - 0015,18,24,47,3,3
Ahmedabad Airport,,0015 - 0030,18,24,51,3,3
Ahmedabad Airport,,0030 - 0045,12,18,31,2,2
Ahmedabad Airport,,0045 - 0100,11,15,29,1.833333333,1
Ahmedabad Airport,,0100 - 0115,14,17,35,2.333333333,2
Ahmedabad Airport,,0115 - 0130,15,21,42,2.5,2
Ahmedabad Airport,,0130 - 0145,10,15,24,1.666666667,1
Ahmedabad Airport,,0145 - 0200,11,16,27,1.833333333,1
Ahmedabad Airport,,0200 - 0215,9,12,21,1.5,1
Ahmedabad Airport,,0215 - 0230,10,13,26,1.666666667,1
Ahmedabad Airport,,0230 - 0245,20,23,57,3.333333333,3
Ahmedabad Airport,,0245 - 0300,18,21,49,3,3
Ahmedabad Airport,,0300 - 0315,9,12,20,1.5,1
Ahmedabad Airport,,0315 - 0330,13,18,34,2.166666667,2
Ahmedabad Airport,,0330 - 0345,21,26,60,3.5,3
Ahmedabad Airport,,0345 - 0400,22,27,61,3.666666667,3
Ahmedabad Airport,,0400 - 0415,15,20,41,2.5,2
Ahmedabad Airport,,0415 - 0430,11,17,30,1.833333333,1
Ahmedabad Airport,,0430 - 0445,17,21,48,2.833333333,2
Ahmedabad Airport,,0445 - 0500,16,20,44,2.666666667,2
Ahmedabad Airport,,0500 - 0515,20,26,57,3.333333333,3
Ahmedabad Airport,,0515 - 0530,9,12,20,1.5,1
Ahmedabad Airport,,0530 - 0545,12,16,32,2,2
Ahmedabad Airport,,0545 - 0600,8,13,20,1.333333333,1
Ahmedabad Airport,,0600 - 0615,20,26,54,3.333333333,3
Ahmedabad Airport,,0615 - 0630,19,24,52,3.166666667,3
Ahmedabad Airport,,0630 - 0645,10,16,27,1.666666667,1
Ahmedabad Airport,,0645 - 0700,13,16,33,2.166666667,2
Ahmedabad Airport,,0700 - 0715,17,21,44,2.833333333,2
Ahmedabad Airport,,0715 - 0730,21,25,60,3.5,3
Ahmedabad Airport,,0730 - 0745,15,18,40,2.5,2
Ahmedabad Airport,,0745 - 0800,19,22,50,3.166666667,3
Ahmedabad Airport,,0800 - 0815,13,18,32,2.166666667,2
Ahmedabad Airport,,0815 - 0830,18,24,48,3,3
Ahmedabad Airport,,0830 - 0845,15,19,42,2.5,2
Ahmedabad Airport,,0845 - 0900,19,24,50,3.166666667,3
Ahmedabad Airport,,0900 - 0915,16,20,45,2.666666667,2
Ahmedabad Airport,,0915 - 0930,22,27,62,3.666666667,3
Ahmedabad Airport,,0930 - 0945,9,15,21,1.5,1
Ahmedabad Airport,,0945 - 1000,18,23,50,3,3
Ahmedabad Airport,,1000 - 1015,15,21,39,2.5,2
Ahmedabad Airport,,1015 - 1030,9,12,20,1.5,1
Ahmedabad Airport,,1030 - 1045,10,15,24,1.666666667,1
Ahmedabad Airport,,1045 - 1100,21,24,60,3.5,3
Ahmedabad Airport,,1100 - 1115,12,15,31,2,2
Ahmedabad Airport,,1115 - 1130,8,12,20,1.333333333,1
Ahmedabad Airport,,1130 - 1145,19,22,54,3.166666667,3
Ahmedabad Airport,,1145 - 1200,16,20,42,2.666666667,2
Ahmedabad Airport,,1200 - 1215,18,24,47,3,3
Ahmedabad Airport,,1215 - 1230,10,13,25,1.666666667,1
Ahmedabad Airport,,1230 - 1245,18,23,51,3,3
Ahmedabad Airport,,1245 - 1300,19,25,52,3.166666667,3
Ahmedabad Airport,,1300 - 1315,14,18,38,2.333333333,2
Ahmedabad Airport,,1315 - 1330,18,24,51,3,3
Ahmedabad Airport,,1330 - 1345,11,17,29,1.833333333,1
Ahmedabad Airport,,1345 - 1400,15,19,38,2.5,2
Ahmedabad Airport,,1400 - 1415,10,14,23,1.666666667,1
Ahmedabad Airport,,1415 - 1430,22,28,62,3.666666667,3
Ahmedabad Airport,,1430 - 1445,20,24,53,3.333333333,3
Ahmedabad Airport,,1445 - 1500,15,18,42,2.5,2
Ahmedabad Airport,,1500 - 1515,22,27,59,3.666666667,3
Ahmedabad Airport,,1515 - 1530,20,26,56,3.333333333,3
Ahmedabad Airport,,1530 - 1545,16,22,41,2.666666667,2
Ahmedabad Airport,,1545 - 1600,11,16,27,1.833333333,1
Ahmedabad Airport,,1600 - 1615,9,14,22,1.5,1
Ahmedabad Airport,,1615 - 1630,16,21,44,2.666666667,2
Ahmedabad Airport,,1630 - 1645,16,19,41,2.666666667,2
Ahmedabad Airport,,1645 - 1700,12,17,33,2,2
Ahmedabad Airport,,1700 - 1715,21,26,57,3.5,3
Ahmedabad Airport,,1715 - 1730,16,19,42,2.666666667,2
Ahmedabad Airport,,1730 - 1745,21,25,57,3.5,3
Ahmedabad Airport,,1745 - 1800,10,15,27,1.666666667,1
Ahmedabad Airport,,1800 - 1815,17,21,45,2.833333333,2
Ahmedabad Airport,,1815 - 1830,22,27,60,3.666666667,3
Ahmedabad Airport,,1830 - 1845,22,26,59,3.666666667,3
Ahmedabad Airport,,1845 - 1900,18,21,48,3,3
Ahmedabad Airport,,1900 - 1915,22,26,60,3.666666667,3
Ahmedabad Airport,,1915 - 1930,20,23,56,3.333333333,3
Ahmedabad Airport,,1930 - 1945,13,16,36,2.166666667,2
Ahmedabad Airport,,1945 - 2000,20,23,55,3.333333333,3
Ahmedabad Airport,,2000 - 2015,18,22,50,3,3
Ahmedabad Airport,,2015 - 2030,13,17,34,2.166666667,2
Ahmedabad Airport,,2030 - 2045,14,20,36,2.333333333,2
Ahmedabad Airport,,2045 - 2100,17,20,44,2.833333333,2
Ahmedabad Airport,,2100 - 2115,16,19,41,2.666666667,2
Ahmedabad Airport,,2115 - 2130,10,14,24,1.666666667,1
Ahmedabad Airport,,2130 - 2145,16,19,43,2.666666667,2
Ahmedabad Airport,,2145 - 2200,8,13,19,1.333333333,1
Ahmedabad Airport,,2200 - 2215,15,21,39,2.5,2
Ahmedabad Airport,,2215 - 2230,16,22,43,2.666666667,2
Ahmedabad Airport,,2230 - 2245,11,15,26,1.833333333,1
Ahmedabad Airport,,2245 - 2300,22,25,59,3.666666667,3
Ahmedabad Airport,,2300 - 2315,13,18,34,2.166666667,2
Ahmedabad Airport,,2315 - 2330,21,24,56,3.5,3
Ahmedabad Airport,,2330 - 2345,19,23,54,3.166666667,3
Ahmedabad Airport,,2345 - 2400,18,23,50,3,3
Ahmedabad Airport,,0000 - 0015,11,16,30,1.833333333,1
Ahmedabad Airport,,0015 - 0030,9,13,20,1.5,1
Ahmedabad Airport,,0030 - 0045,15,19,39,2.5,2
Ahmedabad Airport,,0045 - 0100,19,24,50,3.166666667,3
Ahmedabad Airport,,0100 - 0115,15,20,38,2.5,2
Ahmedabad Airport,,0115 - 0130,9,15,22,1.5,1
Ahmedabad Airport,,0130 - 0145,11,16,29,1.833333333,1
Ahmedabad Airport,,0145 - 0200,11,15,28,1.833333333,1
Ahmedabad Airport,,0200 - 0215,8,14,17,1.333333333,1
Ahmedabad Airport,,0215 - 0230,18,21,48,3,3
Ahmedabad Airport,,0230 - 0245,15,21,40,2.5,2
Ahmedabad Airport,,0245 - 0300,8,11,18,1.333333333,1
Ahmedabad Airport,,0300 - 0315,18,22,49,3,3
Ahmedabad Airport,,0315 - 0330,8,13,20,1.333333333,1
Ahmedabad Airport,,0330 - 0345,18,21,48,3,3
Ahmedabad Airport,,0345 - 0400,22,25,63,3.666666667,3
Ahmedabad Airport,,0400 - 0415,19,24,51,3.166666667,3
Ahmedabad Airport,,0415 - 0430,10,14,25,1.666666667,1
Ahmedabad Airport,,0430 - 0445,18,24,47,3,3
Ahmedabad Airport,,0445 - 0500,9,15,20,1.5,1
Ahmedabad Airport,,0500 - 0515,19,23,54,3.166666667,3
Ahmedabad Airport,,0515 - 0530,21,27,59,3.5,3
Ahmedabad Airport,,0530 - 0545,9,15,22,1.5,1
Ahmedabad Airport,,0545 - 0600,18,21,47,3,3
Ahmedabad Airport,,0600 - 0615,16,19,43,2.666666667,2
Ahmedabad Airport,,0615 - 0630,17,20,48,2.833333333,2
Ahmedabad Airport,,0630 - 0645,20,25,57,3.333333333,3
Ahmedabad Airport,,0645 - 0700,22,28,61,3.666666667,3
Ahmedabad Airport,,0700 - 0715,17,23,45,2.833333333,2
Ahmedabad Airport,,0715 - 0730,22,26,60,3.666666667,3
Ahmedabad Airport,,0730 - 0745,15,20,41,2.5,2
Ahmedabad Airport,,0745 - 0800,16,22,41,2.666666667,2
Ahmedabad Airport,,0800 - 0815,14,19,39,2.333333333,2
Ahmedabad Airport,,0815 - 0830,11,14,30,1.833333333,1
Ahmedabad Airport,,0830 - 0845,18,21,49,3,3
Ahmedabad Airport,,0845 - 0900,11,15,28,1.833333333,1
Ahmedabad Airport,,0900 - 0915,8,12,18,1.333333333,1
Ahmedabad Airport,,0915 - 0930,9,13,24,1.5,1
Ahmedabad Airport,,0930 - 0945,11,15,29,1.833333333,1
Ahmedabad Airport,,0945 - 1000,16,22,42,2.666666667,2
